Document_ID,Design_Input,Risk_Assessment,Last_Reviewed,Compliance_Score,Critical_Issues,Composite_Compliance_Score
195742,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,77.37,0,58.422000000000004
202576,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,45.12,0,39.072
209947,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,43.1,0,37.86
27424,Instructions for use contained incorrect sensor reference.,Low,2000-11-16,71.88,0,64.12799999999999
34912,Mouse anti-TTF-1 had become contaminated by immunoglobulins from mouse serum that was co-eluted during purification leading to false readings.,Low,2004-04-06,72.44,0,64.464
42323,Did not meet specifications.,Low,2005-08-03,78.25,0,67.94999999999999
48062,During use an unexpected flaking of the inner surface coating (blood contact) that has the potential for risk of embolism.,Low,2004-01-26,83.57,0,71.142
55366,Method is susceptible to positive interference from endogenous ALT in patient samples.,Low,2007-07-24,98.55,0,80.13
72775,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,70.98,0,63.588
84766,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,59.38,0,56.628
92980,One box containing five catheters did not complete the sterilization process prior to distribution.,Low,2010-05-24,87.71,0,73.626
103871,"The firm manufactured kits containing a HCH device, manufactured by Vital Signs, that was subsequently recalled because the product may have an occlusion that could prevent proper flow of medical gases or oxygen to the patient.",Low,2011-08-23,56.25,0,54.75
112404,"Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.",Low,2012-09-07,66.34,0,60.804
121955,"Sekisuki Diagnostics has issued a Product Correction for certain lot numbers of the OSOM C. difficile Toxin A/B Test Kit, because it has been determined that there is potential for false negative results.",Low,2013-09-16,44.71,0,47.826
130170,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,41.52,0,45.912000000000006
139353,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,97.76,0,79.656
150055,Siemens became aware of a potential issue with the patient table for Ysio Max and Multix Fusion systems.  There is an unlikely risk that an internal part of the table may detach causing the table top to tilt to the left side which could result in an injury to a patient on the table.,Low,2016-08-01,90.16,1,74.096
158766,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,81.76,0,70.05600000000001
166990,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,64.54,1,58.724000000000004
175281,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,50.4,0,51.239999999999995
183409,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,49.39,0,50.634
189021,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,55.01,0,54.006
195744,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,72.95,0,55.77
202577,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,82.88,0,61.727999999999994
209948,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,79.61,0,59.766
27499,Product may not meet the established stability specification before the end of labeled expiry date.,Low,2003-04-15,56.8,0,55.08
35200,Changes to the printer default settings made by users/operators cause printed data to be truncated and misidentified.,Low,2004-09-24,97.29,0,79.374
42324,Did not meet specifications.,Low,2005-08-03,84.27,0,71.562
46920,The control box used in the actuator systems appears to have a potential to become stuck in one position resulting a non-functioning bed.,Low,2006-01-01,73.26,0,64.956
55398,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,76.7,0,67.02000000000001
73460,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,65.18,0,60.108000000000004
84767,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,54.86,0,53.916
94148,"Exposure to a magnet (typically in a clinic/hospital environment) may cause a magnetic reed switch to become permanently stuck in a closed position in certain Boston Scientific CRT-Ds and ICDs (CONTAK RENEWAL 3 / 3 RF / 4 / 4 RF and VITALITY HE implantable defibrillators). This prevents delivery of programmed tachy therapy, and use of the Patient Triggered Monitor feature. This issue may require",Low,2010-07-22,61.36,0,57.815999999999995
103872,"The firm manufactured kits containing a HCH device, manufactured by Vital Signs, that was subsequently recalled because the product may have an occlusion that could prevent proper flow of medical gases or oxygen to the patient.",Low,2011-08-23,85.47,0,72.282
112672,"The recall was initiated because Beckman Coulter has confirmed that the Active Renin IRMA Test Kit may exhibit a decrease in stability of the coated tubes.  As a result, quality control and patient sample results may be falsely elevated by up to 72%.",Low,2012-01-20,40.86,0,45.516
118387,"Siemens has discovered through product monitoring a potential malfunction when using system operating with software versions VB10D, VB10F, VB10C and VB10.  During a RAD examination the possibility exists that radiation may continue longer than expected and may result in unnecessary dose applied during an acquisition.  Additionally, it is not possible for the user to stop the radiation manually; ho",Low,2013-05-06,46.96,0,49.176
130171,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,42.76,0,46.656
139354,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,42.44,0,46.464
149123,"Panoramic Corporation is performing a voluntary Medical Device Correction on certain PC-1000 X-ray systems due to the potential for a safety nut to be ineffective, which could result in blunt force trauma that may impact the head, neck or shoulders.",Low,2016-08-19,91.33,0,75.798
158767,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,82.22,0,70.332
166992,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,68.45,1,61.07
175287,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,45.87,0,48.522
183410,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,69.5,0,62.699999999999996
189022,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,68.41,0,62.046
195745,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,50.39,0,42.233999999999995
202578,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,66.03,0,51.618
209949,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,63.91,0,50.346
27512,Labeling/packaging mix-up.,Low,2003-04-17,76.95,0,67.17
34996,Peritoneal Dialysis Transfer Set may have occluded pathway,Low,2004-09-20,78.11,0,67.866
42325,Did not meet specifications.,Low,2005-08-03,42.72,0,46.632
48067,The patient pendant cord represents a potential trip hazard for the patient or the caregiver.,Low,2006-07-27,62.48,0,58.488
55399,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,77.55,0,67.53
73461,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,70.19,0,63.114
84768,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,91.39,0,75.834
94150,"Exposure to a magnet (typically in a clinic/hospital environment) may cause a magnetic reed switch to become permanently stuck in a closed position in certain Boston Scientific CRT-Ds and ICDs (CONTAK RENEWAL 3 / 3 RF / 4 / 4 RF and VITALITY HE implantable defibrillators). This prevents delivery of programmed tachy therapy, and use of the Patient Triggered Monitor feature. This issue may require",Low,2010-07-22,79.52,0,68.71199999999999
103895,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,49.78,1,49.867999999999995
112796,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,44.23,0,47.538
117107,Siemens has confirmed an increase on absorbance errors when calibrating Dimension Vista Urinary/Cerebrospinal Fluid Protein (U CFP) Flex Reagent Cartridge lot 11349 BB.,Low,2012-12-19,78.55,0,68.13
130172,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,41.59,0,45.954
139355,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,75.15,0,66.09
147144,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,96.41,0,78.846
158768,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,74.53,0,65.71799999999999
166993,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,63.29,1,57.974
175288,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,78.6,0,68.16
183411,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,67.5,0,61.5
189023,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,72.74,0,64.644
195746,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,96.49,0,69.89399999999999
202579,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,63.17,0,49.902
209950,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,97.67,0,70.602
27526,These catheters have  J-shape tips instead of the labeled MP (multipurpose) tips and also are packed into the incorrect tip tray.,Low,2001-10-19,94.32,0,77.59199999999998
35249,Software anomaly where the variable heart rates may be displayed inaccurately or intermittent 'dashes' may be displayed when the patient's heart rate is derived from ECG.,Low,2004-09-24,51.75,0,52.05
42326,Did not meet specifications.,Low,2005-08-03,44.16,0,47.495999999999995
48533,Out of specification lens curve,Low,2006-09-13,46.05,0,48.629999999999995
55400,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,41.09,0,45.653999999999996
73462,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,45.67,0,48.402
84769,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,80.98,0,69.588
94060,Patients received insufficient ventilation.  The Oxylog 3000 Instructions are inadequate relating to dead space volume.,Low,2010-08-19,44.27,0,47.562
103896,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,59.14,1,55.484
112797,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,90.69,0,75.41399999999999
121170,Getinge Disinfection AB initiated a voluntary field safety correction for the Getinge 46-Series electrically-heated Washer Disinfectors due to possible overheating.,Low,2013-07-30,41.4,0,45.84
130173,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,88.87,0,74.322
139356,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,56.91,0,55.145999999999994
147145,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,47.09,0,49.254000000000005
158769,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,81.8,0,70.08
166995,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,77.74,1,66.644
175605,Two units in distribution were found to be mislabeled on the vial cap with the incorrect part number.,Low,2018-08-08,92.65,0,76.59
183412,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,84.1,0,71.46
189024,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,88.21,0,73.92599999999999
195748,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,56.92,0,46.152
202580,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,50.65,0,42.39
209951,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,85.04,0,63.024
29085,The heart valve procurement exceeded the warm ischemic time criteria.,Low,2003-08-18,88.41,0,74.04599999999999
35278,Implied claims (extremes of compulsive or addictive behavior) are outside the scope of clearance for the device,Low,2004-04-08,99.43,0,80.658
42327,Did not meet specifications.,Low,2005-08-03,64.76,0,59.856
48534,Out of specification lens curve,Low,2006-09-13,62.32,0,58.391999999999996
55401,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,86.58,0,72.94800000000001
73464,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,60.45,0,57.27
84772,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,95.85,0,78.50999999999999
93863,Mislabeled: One lot of 24Fr Straight Catheters packaged and labeled as 32Fr Straight Catheters.,Low,2010-08-10,91.5,0,75.9
103897,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,65.74,1,59.443999999999996
112798,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,85.05,0,72.03
121811,A pinch point at the end of the table top can cause injury.,Low,2013-07-22,85.27,1,71.162
124572,There is a low but existing entrapment risk for a patient being treated on the Contoura 1000 and Contoura 1080 bariatric beds if they have a BMI < 40.,Low,2014-03-17,46.19,0,48.714
139817,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,94.15,0,77.49000000000001
147146,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,70.32,0,63.19199999999999
158770,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,89.59,0,74.75399999999999
167177,Product was assembled with an isolating fiberglass hose within the oven in the wrong position. This results in improper shielding from potential electrical shock.,Low,2018-09-04,59.2,0,56.52
173996,"Surface micro/nano topography on some of the
implants contained within this lot may not be consistently present over the entire surface of the implant.",Low,2019-05-30,93.73,0,77.238
183413,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,63.35,0,59.01
189015,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,Medium,2021-08-30,40.65,0,36.39
195751,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,94.32,0,68.59199999999998
202581,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,45.48,0,39.288
209918,"Blood leak sensor, a component of hemodialysis device, may show decreased sensitivity, at the lowest level, specified as 0.35 mL/min blood leak rate, which could delay triggering the ALARM_DIALYZER_BLOOD_LEAK alarm, if blood loss, less-than 300ml, occurs, the patient may experience hypotension, fatigue, cramps, dizziness, headaches, nausea, and shortness of breath.",Medium,2024-08-01,59.16,0,47.495999999999995
29246,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,97.0,0,79.19999999999999
34316,"The tracker is not locking adequately to the anchoring pin, resulting in unacceptable movement, which will affected the patient tracker system.",Low,2004-07-14,97.04,0,79.224
41126,Screw may be incorrectly etched as to length.,Low,2005-07-29,74.41,0,65.64599999999999
48535,Out of specification lens curve,Low,2006-09-13,77.91,0,67.746
55402,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,66.91,0,61.145999999999994
73230,"The electronic vaporization system in the GE Aisys Anesthesia machine contains the following components: Backpressure Valve, Inflow Check Valve and Cassette Interface Board, that can contribute to independent failures.",Low,2008-08-28,57.59,1,54.554
84773,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,59.72,0,56.832
93864,Mislabeled: One lot of 32Fr Straight Catheters packaged and labeled as 24Fr Straight Catheters.,Low,2010-08-10,80.35,0,69.21
103898,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,85.14,1,71.084
112799,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,87.49,0,73.494
121322,"Reagent lots 64736UN12, 03991UN13, 51611UN13, 74805UN12, and 03992UN13 have incorrect expiration dates assigned by Supplier.",Low,2013-08-12,87.38,0,73.428
128851,"While the Proteus 235 is in the pencil beam scanning (PBS) treatment mode, on rare occasions, Low Level Radio Frequency (LLRF) pulsed dee voltage (i.e., voltage applied between two electrodes in the cyclotron to accelerate protons) may generate a hot spot on a pencil beam position within a tumor, generating a dose that might exceed the prescribed dose on a single voxel.",Low,2014-03-27,45.47,0,48.282
140167,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,69.67,0,62.802
147147,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,43.45,0,47.07
158771,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,72.97,0,64.782
166846,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,66.49,0,60.894
174715,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,93.26,0,76.956
183414,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,61.05,0,57.629999999999995
189259,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,Medium,2021-08-30,47.02,0,40.212
195753,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,48.58,0,41.147999999999996
202582,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,85.69,0,63.413999999999994
209981,"Devices with Option CP2 and initially programmed to software version P.01.01 were configured incorrectly at the factory. Therefore, Enhanced ECG Capabilities provided by Option CP2 were not enabled in these
devices. Without Option C01 Full Arrhythmia, the device will not provide the yellow alarms for enhanced arrhythmia detection. This is a retrospectively reported recall from 6/14/23.",Medium,2023-06-14,77.09,0,58.254
29247,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,46.07,0,48.641999999999996
34394,"The tracker is not locking adequately to the anchoring pin, resulting in unacceptable movement, which will affected the patient tracker system.",Low,2004-07-14,45.05,0,48.03
41127,Screw may be incorrectly etched as to length.,Low,2005-07-29,82.06,0,70.23599999999999
47879,"Vaporizer shutdown with alarm-An intermittent leak in the Aladin 2 cassette/Aisys pneumatic interface (valves) may occur that will invoke an alarm state.  When this occurs 'Vaporizer Failure' will appear on the Aisys main display, with an accompanying audible alrm.  Delivery of anesthetic Agent is halted; gas flow and ventilation are not affected.",Low,2006-08-10,44.37,1,46.622
55403,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,89.31,0,74.586
73319,"Package defect compromised the integrity of the primary seal, which could lead to premature suture degradation and/or impair the sterile barrier of the product.",Low,2008-08-11,82.37,1,69.422
84809,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,44.88,0,47.928
94329,Potential of broken strands in the main steel cable supporting the accessory holder used with BuckyDiagnost and DigitalDiagnost X-ray systems.,Low,2010-09-09,45.09,0,48.054
103908,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,99.2,1,79.52
112709,"Beckman Coulter is recalling the UniCel DxH 800 Coulter Cellular Analysis System because the NRBC, Differential or Reticulocyte mix chamber drain ports may become plugged by rubber pieces from specimen tube caps, and result in biohazard or chemical exposure and/or the potential for generating incorrect results.",Low,2012-04-03,62.46,0,58.476
121897,"GE Healthcare has become aware of a potential safety issue involving missing screws in the overhead Video Monitor Suspension of the  Advantx, Innova 2000, Innova 2100IQ, Innova 3100, Innova 3100IQ, Innova 4100, Innova 4100IQ Cardiovascular X-ray imaging systems.",Low,2013-08-16,62.24,0,58.344
130153,Investigation determined that units supplied were missing the 4x21 degree helix angle.,Low,2014-09-17,88.77,0,74.262
140168,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,96.83,0,79.098
147148,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,99.16,0,80.496
158533,"Two users have reported to OriGen that a VV28F OriGen Reinforced Dual Lumen ECMO
Catheter has had a separation of the clear extension tube from the hub connection. These
adverse events resulted in patient injury (blood loss).",Low,2017-08-02,85.2,1,71.12
166847,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,62.58,0,58.547999999999995
174716,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,45.01,0,48.006
183415,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,86.63,0,72.978
189260,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,Medium,2021-08-30,73.5,0,56.1
195755,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,65.45,0,51.27
202583,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,94.38,0,68.62799999999999
209969,"Stryker Neurovascular has observed that devices with Out of United States (OUS) approved Instructions for Use (IFU) and Packaging Labels (pouch and carton), different configurations, have been erroneously distributed to customers in the US.",Medium,2024-08-30,46.67,0,40.001999999999995
29248,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,69.56,0,62.736
34400,Rocks and debris can enter into the wheel cluster housing through a damaged wheel cap causing wheel malfunction.,Low,2004-08-30,40.68,0,45.408
41206,1) During positioning of the Lateral Stand the rotation and/or skew movement may travel unexpectedly in opposite direction; 2) movement may be faster than normal speed; 3) the stand may not stop immediately upon release of the joystick.,Low,2005-07-27,68.12,0,61.872
46457,"The Catheter Access Port (CAP) on SynchroMed EL pumps manufactured between March and July 1999 may detach from the main body of the pump, which can interrupt drug flow to the target site.",Low,2006-06-06,43.38,0,47.028000000000006
55404,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,47.13,0,49.278000000000006
73320,Product  labeled  as 4 mm High Viscosity Injector  tip contains a 6 mm tip.,Low,2008-09-15,47.05,0,49.23
