Document_ID,Design_Input,Risk_Assessment,Last_Reviewed,Compliance_Score,Critical_Issues
202577,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,82.88,0
209948,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,,2024-06-26,79.61,0
27499,Product may not meet the established stability specification before the end of labeled expiry date.,Low,2003-04-15,56.8,0
35200,Changes to the printer default settings made by users/operators cause printed data to be truncated and misidentified.,Low,2004-09-24,97.29,0
42324,Did not meet specifications.,Low,2005-08-03,84.27,0
46920,The control box used in the actuator systems appears to have a potential to become stuck in one position resulting a non-functioning bed.,Low,2006-01-01,73.26,0
55398,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,76.7,0
73460,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,65.18,0
84767,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,54.86,0
94148,"Exposure to a magnet (typically in a clinic/hospital environment) may cause a magnetic reed switch to become permanently stuck in a closed position in certain Boston Scientific CRT-Ds and ICDs (CONTAK RENEWAL 3 / 3 RF / 4 / 4 RF and VITALITY HE implantable defibrillators). This prevents delivery of programmed tachy therapy, and use of the Patient Triggered Monitor feature. This issue may require",Low,2010-07-22,61.36,0
103872,"The firm manufactured kits containing a HCH device, manufactured by Vital Signs, that was subsequently recalled because the product may have an occlusion that could prevent proper flow of medical gases or oxygen to the patient.",Low,2011-08-23,85.47,0
112672,"The recall was initiated because Beckman Coulter has confirmed that the Active Renin IRMA Test Kit may exhibit a decrease in stability of the coated tubes.  As a result, quality control and patient sample results may be falsely elevated by up to 72%.",Low,2012-01-20,40.86,0
118387,"Siemens has discovered through product monitoring a potential malfunction when using system operating with software versions VB10D, VB10F, VB10C and VB10.  During a RAD examination the possibility exists that radiation may continue longer than expected and may result in unnecessary dose applied during an acquisition.  Additionally, it is not possible for the user to stop the radiation manually; ho",Low,2013-05-06,46.96,0
130171,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,42.76,0
139354,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,42.44,0
149123,"Panoramic Corporation is performing a voluntary Medical Device Correction on certain PC-1000 X-ray systems due to the potential for a safety nut to be ineffective, which could result in blunt force trauma that may impact the head, neck or shoulders.",Low,2016-08-19,91.33,0
158767,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,82.22,0
166992,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,68.45,1
175287,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,45.87,0
183410,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,69.5,0
189022,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,68.41,0
195745,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,50.39,0
202578,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,66.03,0
209949,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,,2024-06-26,63.91,0
27512,Labeling/packaging mix-up.,Low,2003-04-17,76.95,0
34996,Peritoneal Dialysis Transfer Set may have occluded pathway,Low,2004-09-20,78.11,0
42325,Did not meet specifications.,Low,2005-08-03,42.72,0
48067,The patient pendant cord represents a potential trip hazard for the patient or the caregiver.,Low,2006-07-27,62.48,0
55399,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,77.55,0
73461,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,70.19,0
84768,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,91.39,0
94150,"Exposure to a magnet (typically in a clinic/hospital environment) may cause a magnetic reed switch to become permanently stuck in a closed position in certain Boston Scientific CRT-Ds and ICDs (CONTAK RENEWAL 3 / 3 RF / 4 / 4 RF and VITALITY HE implantable defibrillators). This prevents delivery of programmed tachy therapy, and use of the Patient Triggered Monitor feature. This issue may require",Low,2010-07-22,79.52,0
103895,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,49.78,1
112796,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,44.23,0
117107,Siemens has confirmed an increase on absorbance errors when calibrating Dimension Vista Urinary/Cerebrospinal Fluid Protein (U CFP) Flex Reagent Cartridge lot 11349 BB.,Low,2012-12-19,78.55,0
130172,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,41.59,0
139355,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,75.15,0
147144,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,96.41,0
158768,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,74.53,0
166993,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,63.29,1
175288,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,78.6,0
183411,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,67.5,0
189023,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,72.74,0
195746,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,96.49,0
202579,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,63.17,0
209950,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,,2024-06-26,97.67,0
27526,These catheters have  J-shape tips instead of the labeled MP (multipurpose) tips and also are packed into the incorrect tip tray.,Low,2001-10-19,94.32,0
35249,Software anomaly where the variable heart rates may be displayed inaccurately or intermittent 'dashes' may be displayed when the patient's heart rate is derived from ECG.,Low,2004-09-24,51.75,0
42326,Did not meet specifications.,Low,2005-08-03,44.16,0
48533,Out of specification lens curve,Low,2006-09-13,46.05,0
55400,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,41.09,0
73462,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,45.67,0
84769,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,80.98,0
94060,Patients received insufficient ventilation.  The Oxylog 3000 Instructions are inadequate relating to dead space volume.,Low,2010-08-19,44.27,0
103896,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,59.14,1
112797,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,90.69,0
121170,Getinge Disinfection AB initiated a voluntary field safety correction for the Getinge 46-Series electrically-heated Washer Disinfectors due to possible overheating.,Low,2013-07-30,41.4,0
130173,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,88.87,0
139356,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,56.91,0
147145,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,47.09,0
158769,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,81.8,0
166995,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,77.74,1
175605,Two units in distribution were found to be mislabeled on the vial cap with the incorrect part number.,Low,2018-08-08,92.65,0
183412,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,84.1,0
189024,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,88.21,0
195748,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,56.92,0
202580,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,50.65,0
209951,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,,2024-06-26,85.04,0
29085,The heart valve procurement exceeded the warm ischemic time criteria.,Low,2003-08-18,88.41,0
35278,Implied claims (extremes of compulsive or addictive behavior) are outside the scope of clearance for the device,Low,2004-04-08,99.43,0
42327,Did not meet specifications.,Low,2005-08-03,64.76,0
48534,Out of specification lens curve,Low,2006-09-13,62.32,0
55401,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,86.58,0
73464,The latex free labor & delivery packs contain a latex Nuk pacifier.  The pacifier is packaged separately and offers no risk of exposure of latex particles to other components of the pack.,Low,2008-08-04,60.45,0
84772,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,95.85,0
93863,Mislabeled: One lot of 24Fr Straight Catheters packaged and labeled as 32Fr Straight Catheters.,Low,2010-08-10,91.5,0
103897,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,65.74,1
112798,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,85.05,0
121811,A pinch point at the end of the table top can cause injury.,Low,2013-07-22,85.27,1
124572,There is a low but existing entrapment risk for a patient being treated on the Contoura 1000 and Contoura 1080 bariatric beds if they have a BMI < 40.,Low,2014-03-17,46.19,0
139817,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,94.15,0
147146,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,70.32,0
158770,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,89.59,0
167177,Product was assembled with an isolating fiberglass hose within the oven in the wrong position. This results in improper shielding from potential electrical shock.,Low,2018-09-04,59.2,0
173996,"Surface micro/nano topography on some of the
implants contained within this lot may not be consistently present over the entire surface of the implant.",Low,2019-05-30,93.73,0
183413,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,63.35,0
189015,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,,2021-08-30,40.65,0
195751,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,94.32,0
202581,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,45.48,0
209918,"Blood leak sensor, a component of hemodialysis device, may show decreased sensitivity, at the lowest level, specified as 0.35 mL/min blood leak rate, which could delay triggering the ALARM_DIALYZER_BLOOD_LEAK alarm, if blood loss, less-than 300ml, occurs, the patient may experience hypotension, fatigue, cramps, dizziness, headaches, nausea, and shortness of breath.",,2024-08-01,59.16,0
29246,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,97.0,0
34316,"The tracker is not locking adequately to the anchoring pin, resulting in unacceptable movement, which will affected the patient tracker system.",Low,2004-07-14,97.04,0
41126,Screw may be incorrectly etched as to length.,Low,2005-07-29,74.41,0
48535,Out of specification lens curve,Low,2006-09-13,77.91,0
55402,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,66.91,0
73230,"The electronic vaporization system in the GE Aisys Anesthesia machine contains the following components: Backpressure Valve, Inflow Check Valve and Cassette Interface Board, that can contribute to independent failures.",Low,2008-08-28,57.59,1
84773,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,59.72,0
93864,Mislabeled: One lot of 32Fr Straight Catheters packaged and labeled as 24Fr Straight Catheters.,Low,2010-08-10,80.35,0
103898,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,85.14,1
112799,"Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.",Low,2012-04-29,87.49,0
121322,"Reagent lots 64736UN12, 03991UN13, 51611UN13, 74805UN12, and 03992UN13 have incorrect expiration dates assigned by Supplier.",Low,2013-08-12,87.38,0
128851,"While the Proteus 235 is in the pencil beam scanning (PBS) treatment mode, on rare occasions, Low Level Radio Frequency (LLRF) pulsed dee voltage (i.e., voltage applied between two electrodes in the cyclotron to accelerate protons) may generate a hot spot on a pencil beam position within a tumor, generating a dose that might exceed the prescribed dose on a single voxel.",Low,2014-03-27,45.47,0
140167,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,69.67,0
147147,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,43.45,0
158771,"During a bolus tracking procedure, no images were generated when the scan was completed, and the raw data file was not available for offline reconstruction. There is a discrepancy between the calculated reconstruction length and the actual scan length that results in the inability to reconstruct raw data. The operator may choose to rescan the patient.",Low,2017-01-18,72.97,0
166846,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,66.49,0
174715,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,93.26,0
183414,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,61.05,0
189259,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,,2021-08-30,47.02,0
195753,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,48.58,0
202582,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,85.69,0
209981,"Devices with Option CP2 and initially programmed to software version P.01.01 were configured incorrectly at the factory. Therefore, Enhanced ECG Capabilities provided by Option CP2 were not enabled in these
devices. Without Option C01 Full Arrhythmia, the device will not provide the yellow alarms for enhanced arrhythmia detection. This is a retrospectively reported recall from 6/14/23.",,2023-06-14,77.09,0
29247,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,46.07,0
34394,"The tracker is not locking adequately to the anchoring pin, resulting in unacceptable movement, which will affected the patient tracker system.",Low,2004-07-14,45.05,0
41127,Screw may be incorrectly etched as to length.,Low,2005-07-29,82.06,0
47879,"Vaporizer shutdown with alarm-An intermittent leak in the Aladin 2 cassette/Aisys pneumatic interface (valves) may occur that will invoke an alarm state.  When this occurs 'Vaporizer Failure' will appear on the Aisys main display, with an accompanying audible alrm.  Delivery of anesthetic Agent is halted; gas flow and ventilation are not affected.",Low,2006-08-10,44.37,1
55403,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,89.31,0
73319,"Package defect compromised the integrity of the primary seal, which could lead to premature suture degradation and/or impair the sterile barrier of the product.",Low,2008-08-11,82.37,1
84809,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,44.88,0
94329,Potential of broken strands in the main steel cable supporting the accessory holder used with BuckyDiagnost and DigitalDiagnost X-ray systems.,Low,2010-09-09,45.09,0
103908,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,99.2,1
112709,"Beckman Coulter is recalling the UniCel DxH 800 Coulter Cellular Analysis System because the NRBC, Differential or Reticulocyte mix chamber drain ports may become plugged by rubber pieces from specimen tube caps, and result in biohazard or chemical exposure and/or the potential for generating incorrect results.",Low,2012-04-03,62.46,0
121897,"GE Healthcare has become aware of a potential safety issue involving missing screws in the overhead Video Monitor Suspension of the  Advantx, Innova 2000, Innova 2100IQ, Innova 3100, Innova 3100IQ, Innova 4100, Innova 4100IQ Cardiovascular X-ray imaging systems.",Low,2013-08-16,62.24,0
130153,Investigation determined that units supplied were missing the 4x21 degree helix angle.,Low,2014-09-17,88.77,0
140168,software bug issues for SW-Version VA48A_SP0. The following safety issues were resolved: 1)  Correction to improve visual warning and error indication son the gantry display. 2) Correction to improve acquisition data in order to optimize image quality. 3) Correction to improve robustness and general system behavior in some exception handling procedures. 4) Correction to improve auto post processin,Low,2015-08-14,96.83,0
147148,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,99.16,0
158533,"Two users have reported to OriGen that a VV28F OriGen Reinforced Dual Lumen ECMO
Catheter has had a separation of the clear extension tube from the hub connection. These
adverse events resulted in patient injury (blood loss).",Low,2017-08-02,85.2,1
166847,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,62.58,0
174716,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,45.01,0
183415,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,86.63,0
189260,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,,2021-08-30,73.5,0
195755,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,65.45,0
202583,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,94.38,0
209969,"Stryker Neurovascular has observed that devices with Out of United States (OUS) approved Instructions for Use (IFU) and Packaging Labels (pouch and carton), different configurations, have been erroneously distributed to customers in the US.",,2024-08-30,46.67,0
29248,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,69.56,0
34400,Rocks and debris can enter into the wheel cluster housing through a damaged wheel cap causing wheel malfunction.,Low,2004-08-30,40.68,0
41206,1) During positioning of the Lateral Stand the rotation and/or skew movement may travel unexpectedly in opposite direction; 2) movement may be faster than normal speed; 3) the stand may not stop immediately upon release of the joystick.,Low,2005-07-27,68.12,0
46457,"The Catheter Access Port (CAP) on SynchroMed EL pumps manufactured between March and July 1999 may detach from the main body of the pump, which can interrupt drug flow to the target site.",Low,2006-06-06,43.38,0
55404,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,47.13,0
73320,Product  labeled  as 4 mm High Viscosity Injector  tip contains a 6 mm tip.,Low,2008-09-15,47.05,0
84810,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,78.95,0
94330,Potential of broken strands in the main steel cable supporting the accessory holder used with BuckyDiagnost and DigitalDiagnost X-ray systems.,Low,2010-09-09,84.76,0
103911,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,75.0,1
113036,"3M determined that the electrical grounding mechanism for the Steri-Vac 5XL and 8XL gas Sterilizer/Aerator did not meet all of the requirements of the standard in that the electrical wiring, which is insulated and contained within the sealed door should have a stronger connection to the protective electrical grounding mechansim.",Low,2012-09-13,97.73,0
121918,Potential for leur connector to leak or have cracks.,Low,2013-09-11,62.49,0
129837,Philips had discovered  through a field service testing where a device failed to comply with a Federal standard.,Low,2014-08-08,57.14,0
140324,"Some Medical Device Identification Cards provided to SureScan pacemaker patients indicate they have a complete Magnetic Resonance  (MR) Conditional system, when in fact, not all of their implanted leads have been FDA approved as MR Conditional.",Low,2015-09-15,92.12,0
147149,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,53.42,0
158787,Analysis of the difference between the actual device longevity and the battery indicator status provided by the Clinician Programmer (CP) or Patient Controller (PC) has revealed errors in the CP or PC longevity estimations that can overestimate or under estimate the battery indicator status in certain situations.,Low,2017-09-12,97.79,0
166848,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,40.73,0
174717,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,98.19,0
183416,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,42.59,0
189261,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,,2021-08-30,93.47,0
195756,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",,2022-07-29,71.66,0
202584,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,,2023-07-27,99.58,0
209985,"Thyroid Stimulating Hormone (TSH) calibrator card has an incorrect barcode linked to incorrect information, that may allow successful system calibration, but the TSH results obtained could be higher than expected.",,2024-08-26,44.43,0
29249,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,73.23,0
34686,"Locking pins may be installed backward, and cot may drop from highest to lowest position when the users are not prepared for the drop.",Low,2004-08-17,98.16,0
41601,The implant may fracture at the junction of the base and the trabecular metal keel if adequate support  for the base has not been achieved by the host bone and/or bone cement.,Low,2005-08-23,71.39,0
48601,"Following a customer complaint, Abbott found an atypical stability profile for the lot of the calibrators listed in this recall.  The investigation to date has shown that both controls and patient results have shifted upwards over time together.",Low,2006-09-07,77.76,0
55406,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,81.74,0
73338,"Potential inability to insufflate through the stopcock. Under certain circumstances, a flexible elastomeric component inside the 15mm trocar can
stretch into a configuration that blocks the flow of insufflation gas (C02).",Low,2008-06-25,67.27,0
84811,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,77.65,0
94201,There have been reports of blocked/clogged needles for the 30 gauge PrecisionGlide Needles,Low,2010-08-24,75.06,0
103914,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,94.07,1
112305,The instrument may not dispense the specimen onto the pre-poured media resulting in a false negative result.,Low,2012-08-28,42.73,0
121035,"GE Healthcare has recently become aware of a potential safety issue related with the DMPR function and Screen Saved Images on your scanner which involves Optima CT660, Brivo CT385, Discovery PET/CT 610, Discovery PET/CT 710. The DMPR and Screen Save functionality may possibly generate the same
Series UID. It has been seen that some PACS may combine series under a patient using only the Series UID",Low,2013-03-26,56.86,0
130088,Customer contacted Biomedix of complaint and returned the failed set along with 86 units of unopened stock (96 units originally shipped).  Biomedix performed extensive investigation and found insufficient application of glue.  Recall was initiated due to the rate of the failure.,Low,2014-08-14,97.02,1
140304,Images may be missing when a system parameter MapRoute is set to a value greater than 1.,Low,2015-09-16,93.42,0
147150,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,67.34,0
158846,Analysis of the difference between the actual device longevity and the battery indicator status provided by the Clinician Programmer (CP) or Patient Controller (PC) has revealed errors in the CP or PC longevity estimations that can overestimate or under estimate the battery indicator status in certain situations.,Low,2017-09-12,77.21,0
166849,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,56.64,0
175420,"Stryker C2 NerveMonitor's design and instructions may not optimally address usability issues related to
the functionality of the device, which may result in use errors potentially causing or contributing to nerve
injury.",Low,2019-07-31,51.29,1
183417,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,67.82,0
189263,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,,2021-08-30,61.2,0
